93062,[76.3],19,"['Lincoln Park', 'Mayfair Park', 'Rancho Simi Community Park', 'Citrus Grove Park', 'Skateboarding Hall of Fame', 'Strathearn Historical Park & Museum', 'Frontier Park', 'Stargaze Park', 'Berylwood Park', 'Challenger Park', 'Coyote Hills Park', 'Atherwood park', 'Sycamore Drive Community Center', 'Sycamore Park', 'Rancho Madera Community Park', 'Windmill Park', 'Vista Del Arroyo Park', 'Sycamore Canyon Park', 'Big Sky Park']"
93063,[81.01428571],173,"['Chumash Park', 'Tapo Canyon Park', 'Verde Park', 'Recreation & Park Dist of Rancho Simi', 'Rancho Tapo Community Park', 'Rancho Santa Susana Community Center and Park', 'Sequoia Park', 'Rancho Simi Recreation & Park District', 'Rocky Pointe Natural Park', 'Corriganville Park', 'Knolls Park', 'Simi Dog Park', 'Big Sky Park', 'Vista Del Arroyo Park', 'Atherwood park', 'Garden of the Gods', 'Sycamore Drive Community Center', 'Berylwood Park', 'Sage Ranch Park', 'Citrus Grove Park', 'Chatsworth Park South', 'Frontier Park', 'Sycamore Park', 'Skateboarding Hall of Fame', 'Artine Park', 'Chatsworth Park North', 'Mayfair Park', 'Santa Susana State Historic Park', 'Stoney Point', 'Rancho Simi Community Park', 'Michael D. Antonovich Regional Park at Joughin Ranch', 'Chatsworth Oaks Park', 'Lincoln Park', 'Mentryville', 'Jake Kuredjian County Park', 'Holleigh Bernson Memorial Park', 'Pico Canyon Park', 'El Scorpion Canyon Park', 'Santa Clarita Woodlands Park', 'Strathearn Historical Park & Museum', 'Mason Park', 'Lazy J. Ranch Park', 'Chase Park', 'Challenger Park', 'Taxco Trails Park', 'Stargaze Park', 'Castle Peak Park', 'Wilbur -Tampa Park', 'Parthenia Park', 'Coyote Hills Park', 'Dr Richard H Rioux Memorial Park', 'Lanark Recreation Center', 'Bell Canyon Park', 'Windmill Park', 'Limekiln Canyon Trail', 'Towsley Canyon Park', 'ET Park', 'Rancho Madera Community Park', 'Mae Boyer Park', 'Viking Park', 'Knapp Ranch Park', 'Upper Las Virgenes Canyon Open Space Preserve', 'Canoga Park', 'Sycamore Canyon Park', 'Shadow Ranch Park', 'Rinaldi Park', 'College View Park', 'Moorpark Dog Park', 'Campus Canyon Park', 'Old Orchard Park', 'Aliso Canyon Park', ""O'Melveny Park"", 'Northridge Pool', 'Valencia Meadows Park', 'Vanalden Park', 'Zelzah Park', 'John Quimby Park', 'Northridge Park', 'Runnymede Park', 'Eagle View Park', 'Valencia Glen Park', 'Chatsworth Nature Preserve Earth Day Open House', 'Las Virgenes Canyon', 'Orange Line Busway Bike Path', 'Oak Park Community Center', 'Oak Park Splash Pad', 'Summit Park', 'Newhall Park', 'Ameriturf', 'Oak Canyon Dog Park', 'Woodland Hills Recreation Center', 'Santa Clara River Trail', 'William S Hart Regional Park', 'Bark Park', 'Gates Park', 'Valencia Central Valley Park', 'Warner Center Park', 'Oakbrook Park', 'Valley View Park', 'Mae Boyar Park', 'Mammoth Highland Park', 'CSUN Pond', 'Indian Springs Park', 'Happy Camp Canyon Regional Park', 'North Ranch Playfield', 'Calabasas Creek Park', 'Bridgeport Park', 'Sawpi Trails Community Park', 'Lake Piru Recreation Area', 'Magnolia Park', 'Dearborn Park', 'Costanso Fire Station 84 Park', 'Whitney Canyon Park', 'Oak Brook Neighborhood Park', 'Sumac Park', 'Valencia Heritage Park', 'Lake Calabasas', 'Petit Park', 'West Valley Park', 'Grape Arbor Park', 'Old Agoura Park', 'Chumash Park', 'Old Meadows Park', 'Duane R Harte Park', 'Conejo Creek Dog Park', 'Serrania Park', 'Conejo Creek North Park', 'Forest Cove Park', 'Tarzana Recreation Center', 'Reseda Park', 'Westlake Skate Park', 'Westlake Village Community Park', 'West Creek Park', 'Conejo Recreation & Park District', 'Conejo Creek South Park', 'West Muholland Trail Head', 'Central Park', 'Louise Park', 'Canine Country Off Leash Dog Park', 'Top of Topanga Overlook', 'Chesebrough Park', 'Central Bark', 'Santa Clarita Park', 'Water Conservatory Garden & Learning Center', 'City of Santa Clarita Skate Park', 'Estella Park', 'Sepulveda Basin Off Leash Dog Park', 'Mountains Recreation and Conservation Authority', 'El Parque de la Paz', 'Mecca Avenue Park', 'Ayso 33 balboa park', 'Pedlow Field Skate Park', 'Westlake Village Dog Park', 'Pamplico Park', 'Hyssop Park', 'Golden Valley Park', 'Tesoro Adobe Historic Park', 'Sepulveda Basin Sports Complex', 'Conejo Community Center & Outdoor Unit', 'Evenstar Park', 'Lake Balboa/Anthony C. Beilenson Park', 'Mountainview Park', 'Triunfo Community Park', 'Sepulveda Dam Bike Path', 'Bouquet Canyon Park', 'Copper Hill Park', 'Pacific Crest Park', 'Encino Park', 'Sepulveda Garden Center', 'Los Encinos State Historic Park', 'David March Park', 'Libbit  Park', 'Pour La Pooch']"
93064,[82.8],61,"['Sage Ranch Park', 'Rancho Simi Recreation & Park District', 'Rancho Santa Susana Community Center and Park', 'Vista Del Arroyo Park', 'Knolls Park', 'Rocky Pointe Natural Park', 'El Scorpion Canyon Park', 'Sequoia Park', 'Verde Park', 'Sycamore Park', 'Corriganville Park', 'Sycamore Drive Community Center', 'Recreation & Park Dist of Rancho Simi', 'Rancho Tapo Community Park', 'Frontier Park', 'Berylwood Park', 'Chumash Park', 'Castle Peak Park', 'Lazy J. Ranch Park', 'Bell Canyon Park', 'Rancho Simi Community Park', 'Chatsworth Oaks Park', 'Citrus Grove Park', 'Taxco Trails Park', 'Atherwood park', 'Knapp Ranch Park', 'Garden of the Gods', 'Mae Boyer Park', 'Upper Las Virgenes Canyon Open Space Preserve', 'Chatsworth Park South', 'Challenger Park', 'Lincoln Park', 'Santa Susana State Historic Park', 'Mayfair Park', 'Skateboarding Hall of Fame', 'Chase Park', 'Chatsworth Park North', 'Coyote Hills Park', 'Las Virgenes Canyon', 'Tapo Canyon Park', 'Windmill Park', 'Big Sky Park', 'Simi Dog Park', 'Stoney Point', 'Shadow Ranch Park', 'Lanark Recreation Center', 'Eagle View Park', 'Parthenia Park', 'Gates Park', 'Oak Park Community Center', 'Oak Park Splash Pad', 'Oak Canyon Dog Park', 'Strathearn Historical Park & Museum', 'Mae Boyar Park', 'Canoga Park', 'Valley View Park', 'Indian Springs Park', 'Woodland Hills Recreation Center', 'North Ranch Playfield', 'Warner Center Park', 'Costanso Fire Station 84 Park']"
93065,[80.53333333],139,"['Lincoln Park', 'Rancho Simi Community Park', 'Mayfair Park', 'Citrus Grove Park', 'Strathearn Historical Park & Museum', 'Skateboarding Hall of Fame', 'Frontier Park', 'Stargaze Park', 'Berylwood Park', 'Challenger Park', 'Coyote Hills Park', 'Sycamore Drive Community Center', 'Atherwood park', 'Rancho Madera Community Park', 'Sycamore Park', 'Windmill Park', 'Sycamore Canyon Park', 'Vista Del Arroyo Park', 'Sequoia Park', 'Big Sky Park', 'Simi Dog Park', 'Recreation & Park Dist of Rancho Simi', 'Rancho Tapo Community Park', 'Rancho Simi Recreation & Park District', 'College View Park', 'Moorpark Dog Park', 'Campus Canyon Park', 'Oakbrook Park', 'Rancho Santa Susana Community Center and Park', 'Oak Brook Neighborhood Park', 'Eagle View Park', 'Sawpi Trails Community Park', 'Mammoth Highland Park', 'Tapo Canyon Park', 'Magnolia Park', 'Oak Canyon Dog Park', 'Oak Park Community Center', 'Oak Park Splash Pad', 'Old Meadows Park', 'Conejo Creek Dog Park', 'Valley View Park', 'Conejo Creek North Park', 'North Ranch Playfield', 'Indian Springs Park', 'Verde Park', 'Happy Camp Canyon Regional Park', 'Conejo Recreation & Park District', 'Conejo Creek South Park', 'Sage Ranch Park', 'Chumash Park', 'Artine Park', 'El Scorpion Canyon Park', 'Knolls Park', 'Mae Boyar Park', 'Rocky Pointe Natural Park', 'Estella Park', 'Corriganville Park', 'Wildflower Playfield', 'El Parque de la Paz', 'Westlake Skate Park', 'Sumac Park', 'Wildwood Regional Park', 'Conejo Community Center & Outdoor Unit', 'Westlake Village Community Park', 'Forest Cove Park', 'Las Virgenes Canyon', 'Chumash Park', 'Bell Canyon Park', 'Castle Peak Park', 'Evenstar Park', 'Westlake Village Dog Park', 'Triunfo Community Park', 'Lazy J. Ranch Park', 'Old Agoura Park', 'Upper Las Virgenes Canyon Open Space Preserve', 'Knapp Ranch Park', 'Walnut Grove Park', 'Garden of the Gods', 'Chatsworth Oaks Park', 'Gates Park', 'Taxco Trails Park', 'Santa Rosa Valley Park', 'Mae Boyer Park', 'Foxfield Park', 'Rancho Conejo Playfield', 'Chatsworth Park South', 'Santa Susana State Historic Park', 'Grape Arbor Park', 'Chatsworth Park North', 'Three Springs Park', 'Chase Park', 'Vasa Park', 'Rosewood Trail', 'Stoney Point', 'Angel Vista Peak', 'Calabasas Bark Park', 'Newbury Gateway Park', 'Shadow Ranch Park', 'De Anza Park', 'Lanark Recreation Center', 'Parthenia Park', 'Michael D. Antonovich Regional Park at Joughin Ranch', 'Knoll Park', 'Calabasas Creek Park', 'Canoga Park', 'Potrero Regional Park', 'Pepper Tree Playfield', 'Lake Calabasas', 'Woodland Hills Recreation Center', 'Borchard Community Park', 'Conejo Recreation & Park District', 'Borchard Skatepark', 'Mason Park', 'Warner Center Park', 'Fillmore Dog Park', 'Las Virgenes View Park', 'John Quimby Park', 'Orange Line Busway Bike Path', 'Santa Monica Mountains National Recreation Area', 'Liberty Canyon Natural Preserve', 'King Gillette Ranch', 'Camarillo Grove Park', 'Jake Kuredjian County Park', 'Mentryville', 'Creekside Park', 'Costanso Fire Station 84 Park', 'Pico Canyon Park', 'Mulholland Scenic Corridor', 'National Park Service', 'Dos Vientos  Community Park', 'Satwiwa to Tri Peaks', 'Serrania Park', 'Kenney Grove Park', 'Top of Topanga Overlook', ""Top O'topanga Comm Assoc"", 'West Muholland Trail Head', 'Dr Richard H Rioux Memorial Park', 'Red Rock Canyon Park', 'Santa Clara River Trail']"
93066,[80.66666667],88,"['Dos Caminos Park', 'Teague Park', 'Veterans Memorial Park', 'Pitts Ranch Park', 'Camarillo Community Center', 'Pleasant Valley Recreation and Park District', 'Valle Lindo Park', 'Nancy Bush Park', 'Mission Oaks Park', 'Heritage Park', 'Mel Vincent Park', 'Springville Park', 'Pleasant Valley Fields', 'HIJI Rose Garden', 'Ventura County Parks Department', 'Freedom Park', 'Camarillo Grove Park', 'Northbank linear park', 'Santa Rosa Valley Park', 'Chumash Park', 'Crescent Park', 'Hobert Park', 'Central Park', 'Roger Jones Community Center', 'Steckel Park', 'Vineyards Park', 'Windrow Park', 'Pepper Tree Playfield', 'East Village Park', 'Knoll Park', 'Rio Lindo Park', 'Dos Vientos  Community Park', 'Ventura Community Park', 'Barranca Vista Center', 'Conejo Recreation & Park District', 'Borchard Community Park', 'Orchard Park', 'Magnolia Park', 'Borchard Skatepark', 'Potrero Regional Park', 'Fillmore Dog Park', 'Southbank Park', 'Wildwood Regional Park', 'Kenney Grove Park', 'Colonia Park', 'Happy Camp Canyon Regional Park', 'Wildflower Playfield', 'Montalvo Hill Park', 'Mammoth Highland Park', 'Northside Little League', 'Rancho Conejo Playfield', 'Newbury Gateway Park', 'Satwiwa to Tri Peaks', 'Plaza Park', 'Marion Cannon Park', 'Thille Park', 'National Park Service', 'Arroyo Verde Park', 'Cabrillo Park', 'Ventura to Ojai Paved Bike Path', 'College Park', 'Rosewood Trail', 'Walnut Grove Park', 'Conejo Recreation & Park District', 'Camino Real Park', 'Campus Canyon Park', 'Moorpark Dog Park', 'College View Park', 'Angel Vista Peak', 'Conejo Community Center & Outdoor Unit', 'NBVC Missile Park', 'Seaview Park', 'Conejo Creek Dog Park', 'Conejo Creek South Park', 'Conejo Creek North Park', 'Oak Brook Neighborhood Park', 'Bubbling Springs Park', 'Old Meadows Park', 'Dennison Park', 'Estella Park', 'Oxnard Beach Park', 'Peninsula Park', 'Channel Islands Harbor Park', 'El Parque de la Paz', 'Triunfo Community Park', 'Soule County Park', 'Ojai Ranger District', 'Libbey Park']"
93067,[81.6],5,"['Lookout Park', 'Oceanview Park', 'Toro Canyon Park', 'Loon Point', 'Manning Park']"
93094,[80.5],14,"['Rancho Santa Susana Community Center and Park', 'Rancho Simi Recreation & Park District', 'Sequoia Park', 'Recreation & Park Dist of Rancho Simi', 'Rancho Tapo Community Park', 'Verde Park', 'Chumash Park', 'Vista Del Arroyo Park', 'Rocky Pointe Natural Park', 'Knolls Park', 'Sycamore Drive Community Center', 'Corriganville Park', 'Sage Ranch Park', 'Sycamore Park']"
93099,[80.8],19,"['Lincoln Park', 'Mayfair Park', 'Rancho Simi Community Park', 'Citrus Grove Park', 'Skateboarding Hall of Fame', 'Strathearn Historical Park & Museum', 'Frontier Park', 'Stargaze Park', 'Berylwood Park', 'Challenger Park', 'Coyote Hills Park', 'Atherwood park', 'Sycamore Drive Community Center', 'Sycamore Park', 'Rancho Madera Community Park', 'Windmill Park', 'Vista Del Arroyo Park', 'Sycamore Canyon Park', 'Big Sky Park']"
93101,[81.78333333],37,"['Bath Street Pocket Park', 'Plaza de la Guerra', 'Alameda Park', 'Aliso Trail', 'Hilda Ray Park', 'Escondido Park', 'Pershing Park', 'Oak Park', 'Ortega Park', 'Mission Historical Park', 'Orpet Park', 'Riviera Park Gardens', ""Skater's Point"", 'Chase Palm Park Plaza', 'Cabrillo Beach Bike Path', 'Chase Palm Park: Shipwreck Playground', 'Shoreline Park', 'Elings Park', 'La Mesa Park', 'Franceschi Park', 'Mackenzie Park', 'Dwight Murphy Field', 'Douglas Family Preserve', 'Sunflower Park', 'Arroyo Burro Beach', 'Stevens Park', 'Cabrillo Pavilion', 'East Beach', 'Parma Park', 'Andre Clarke Bird Refuge', 'Willowglen Park', 'Rocky Nook Park', 'Manning Park', ""Tucker's Grove"", 'Tabano Hollow Open Space', 'Calle Barquero Open Space', 'Chumash Painted Cave State Historic Park']"
93102,[78.],7,"['Aliso Trail', 'Plaza de la Guerra', 'Bath Street Pocket Park', 'Ortega Park', 'Alameda Park', ""Skater's Point"", 'Chase Palm Park Plaza']"
