90001,[77.73333333],7,[]
90002,[76.5375],7,[]
90003,[76.56060606],22,[]
90004,[81.92857143],57,[]
90005,[80.48181818],55,[]
90006,[78.62413793],12,[]
90007,[78.05],11,[]
90008,[78.15454545],59,[]
90010,[81.20769231],15,[]
90011,[77.03333333],33,[]
90012,[80.72307692],15,[]
90013,[78.84285714],33,[]
90014,[77.4],6,[]
90015,[77.73846154],13,[]
90016,[78.52962963],58,[]
90017,[78.44545455],8,[]
90018,[77.66086957],13,[]
90019,[80.05833333],51,[]
90020,[81.055],55,[]
90021,[77.46666667],16,[]
90022,[80.64782609],29,[]
90023,[79.98947368],34,[]
90024,[83.84285714],26,[]
90025,[83.64117647],50,[]
90026,[81.748],38,[]
90027,[81.4],49,[]
90028,[80.21176471],9,[]
90029,[79.8826087],13,[]
90030,[78.5],15,[]
90031,[81.9],44,[]
90032,[80.81904762],7,[]
90033,[79.26470588],10,[]
90034,[80.94736842],55,[]
90035,[82.9],29,[]
90036,[81.275],20,[]
90037,[77.485],6,[]
90038,[80.42666667],13,[]
90039,[82.36923077],37,[]
90040,[80.90909091],37,[]
90041,[82.825],8,[]
90042,[82.444],14,[]
90043,[76.89230769],7,[]
90044,[76.85625],20,[]
90045,[81.8],24,[]
90046,[81.44210526],56,[]
90047,[76.69545455],25,[]
90048,[81.23333333],24,[]
90049,[84.2625],91,[]
90050,[85.4],10,[]
90051,[78.5],7,[]
90052,[78.5],8,[]
90054,[78.5],15,[]
90055,[82.3],14,[]
90056,[80.625],11,[]
90057,[79.02222222],7,[]
90058,[78.3],36,[]
90059,[76.22222222],139,[]
90060,[78.5],15,[]
90061,[76.40666667],133,[]
90062,[77.36666667],5,[]
90063,[79.7047619],10,[]
90064,[83.96428571],52,[]
90065,[83.48333333],43,[]
90066,[82.1],54,[]
90067,[85.3],5,[]
90068,[82.81111111],47,[]
90069,[82.],21,[]
90070,[84.3],14,[]
90071,[82.55],12,[]
90072,[79.4],11,[]
90073,[69.7],11,[]
90074,[80.8],13,[]
90075,[84.3],14,[]
90076,[84.3],14,[]
90077,[85.64],57,[]
90078,[80.9],17,[]
90079,[80.25],14,[]
90081,[80.8],15,[]
90082,[81.1],5,[]
90083,[87.],7,[]
90084,[80.8],12,[]
90087,[78.5],15,[]
90089,[77.12],29,[]
90091,[84.9],7,[]
90093,[80.9],16,[]
90094,[81.],5,[]
90201,[80.29565217],32,[]
90202,[80.3],7,[]
90210,[85.86666667],59,[]
90211,[84.53333333],19,[]
90212,[84.575],39,[]
90220,[77.46153846],18,[]
90221,[77.92666667],29,[]
90222,[77.06923077],131,[]
90223,[75.3],127,[]
90224,[77.5],110,[]
90230,[82.74166667],12,[]
90232,[81.41111111],15,[]
90239,[81.6],9,[]
90240,[81.8],34,[]
90241,[80.25714286],34,[]
90242,[79.59090909],30,[]
90245,[83.2],17,[]
90247,[80.65294118],23,[]
90248,[80.34736842],30,[]
90249,[79.25454545],6,[]
90250,[78.77272727],23,[]
90251,[79.],5,[]
90254,[83.15714286],8,[]
90255,[78.8],8,[]
90260,[79.51111111],6,[]
90261,[85.2],102,[]
90262,[79.00833333],23,[]
90263,[81.7],10,[]
90264,[86.8],12,[]
90265,[84.2],273,[]
90266,[85.21428571],5,[]
90267,[88.1],5,[]
90270,[79.07777778],8,[]
90272,[84.48571429],80,[]
90274,[84.36666667],38,[]
90275,[84.37692308],38,[]
90277,[82.86666667],18,[]
90278,[81.90833333],9,[]
90280,[80.31785714],29,[]
90290,[82.83333333],48,[]
90291,[81.36363636],10,[]
90292,[81.75714286],89,[]
90293,[83.15],22,[]
90294,[80.6],10,[]
90295,[81.9],88,[]
90296,[81.6],88,[]
90301,[78.39090909],8,[]
90302,[78.22857143],8,[]
90303,[78.01666667],6,[]
90304,[78.59166667],5,[]
90305,[77.58333333],6,[]
90306,[76.4],8,[]
90307,[76.4],8,[]
90308,[76.4],8,[]
90309,[76.45],8,[]
90310,[78.8],7,[]
90401,[80.5],7,[]
90402,[84.4],9,[]
90403,[82.32222222],18,[]
90404,[80.8],20,[]
90405,[82.50833333],11,[]
90406,[81.3],9,[]
90408,[81.5],18,[]
90409,[81.8],10,[]
90501,[81.43333333],20,[]
90502,[81.36],22,[]
90503,[82.00833333],11,[]
90504,[82.36153846],11,[]
90505,[83.72857143],21,[]
90506,[81.8],7,[]
90507,[79.7],12,[]
90508,[79.7],12,[]
90510,[84.5],19,[]
90601,[82.44285714],28,[]
90602,[81.12142857],29,[]
90603,[80.73333333],24,[]
90604,[81.90833333],30,[]
90605,[81.84],28,[]
90606,[80.9],36,[]
90607,[82.2],12,[]
90608,[82.4],10,[]
90609,[80.5],10,[]
90620,[80.15384615],26,[]
90621,[80.67777778],121,[]
90622,[79.3],121,[]
90623,[82.25714286],119,[]
90630,[81.30526316],19,[]
90631,[82.15263158],22,[]
90632,[81.4],9,[]
90633,[79.1],9,[]
90637,[80.2],124,[]
90638,[82.07333333],31,[]
90639,[80.9],6,[]
90640,[81.96521739],28,[]
90650,[80.7],36,[]
90651,[85.4],13,[]
90652,[79.6],13,[]
90660,[80.95],38,[]
90662,[81.7],8,[]
90670,[80.45555556],128,[]
90680,[79.925],5,[]
90701,[82.05],8,[]
90702,[80.6],8,[]
90703,[82.50555556],36,[]
90704,[79.5],272,[]
90706,[78.46842105],39,[]
90707,[77.7],12,[]
90710,[80.9],8,[]
90711,[79.4],8,[]
90712,[79.07777778],35,[]
90713,[80.22727273],7,[]
90714,[78.4],8,[]
90715,[79.2],8,[]
90716,[79.25],24,[]
90717,[81.00833333],8,[]
90720,[82.53333333],18,[]
90721,[83.],5,[]
90723,[78.41666667],12,[]
90731,[79.01052632],23,[]
90732,[80.57],14,[]
90733,[77.8],5,[]
90734,[81.3],5,[]
90740,[81.96666667],15,[]
90744,[79.14375],28,[]
90745,[80.76666667],28,[]
