Longitude,Latitude
-123.99574116436668,41.812989278171464
-123.51154608940516,41.81196882667569
-123.02735869903923,41.810948411511276
-122.54317899259703,41.809928032675785
-122.0590069694068,41.80890769016678
-121.57484262879683,41.80788738398181
-121.09068597009552,41.80686711411845
-120.60653699263136,41.80584688057424
-120.1223956957329,41.80482668334677
-120.32884383276583,41.46145350140994
-120.81041504190645,41.46044549838973
-121.29197879433966,41.459437530871945
-121.77353509070875,41.458429598854224
-122.25508393165696,41.45742170233424
-122.73662531782742,41.45641384130964
-123.21815924986322,41.45540601577808
-123.69968572840733,41.45439822573723
-123.95094385936075,41.13138810935446
-123.47179409254967,41.13039167341446
-122.99265157482509,41.129395272219476
-122.5135163055693,41.128398905767256
-122.03438828416468,41.127402574055544
-121.55526750999368,41.12640627708209
-121.07615398243884,41.12541001484463
-120.59704770088275,41.124413787340906
-120.11794866470811,41.12341759456867
-120.3231164049204,40.78070515453345
-120.79973733443636,40.77972088261883
-121.27635122895691,40.778736644665955
-121.75295808907377,40.77775244067266
-122.22955791537855,40.77676827063675
-122.7061507084628,40.77578413455608
-123.182736468918,40.774800032428494
-123.65931519733554,40.7738159642518
-124.1358868943068,40.77283193002385
-124.38203379645499,40.45196009598363
-123.90774325662728,40.45098711221805
-123.43345955696873,40.450014161699286
-122.95918269691094,40.44904124442526
-122.48491267588561,40.448068360393876
-122.01064949332448,40.44709550960305
-121.53639314865936,40.44612269205069
-121.06214364132214,40.4451499077347
-120.58790097074477,40.444177156653
-120.11366513635926,40.44320443880349
-120.31759052806426,40.10113763583165
-120.78943630467741,40.10017657836282
-121.26127544298204,40.09921555339784
-121.73310794352275,40.09825456093469
-122.20493380684408,40.097293600971355
-122.67675303349051,40.09633267350583
-123.14856562400645,40.09537177853612
-123.62037157893624,40.09441091606021
-124.09217089882418,40.093450086076096
-123.39870777088971,39.768898371151884
-122.92913791407095,39.76794849657662
-122.45957450995579,39.766998653819925
-121.99001755802117,39.76604884287985
-121.52046705774409,39.76509906375447
-121.05092300860159,39.764149316441845
-120.5813854100708,39.763199600940055
-120.11185426162888,39.76224991724715
-120.31226429534172,39.418929117431645
-120.77947737751337,39.417990907661064
-121.24668419683988,39.417052729005846
-121.7138847538226,39.416114581464115
-122.18107904896283,39.41517646503402
-122.64826708276183,39.41423837971371
-123.1154488557208,39.413300325501304
-123.58262436834086,39.41236230239495
-123.36279365322427,39.08709122266573
-122.897777486811,39.08616396687851
-122.43276740839637,39.08523674155694
-121.96776341749872,39.084309546699245
-121.50276551363642,39.083382382303625
-121.0377736963279,39.082455248368284
-120.57278796509165,39.08152814489143
-120.1078083194462,39.08060107187128
-119.84437560948224,38.73886201235541
-120.30712512423221,38.73794614261776
-120.76986872923256,38.737030302681255
-121.23260642494517,38.73611449254416
-121.69533821183191,38.73519871220475
-122.15806409035457,38.7342829616613
-122.6207840609749,38.733367240912095
-123.08349812415459,38.7324515499554
-122.8675234215623,38.40559562651403
-122.4069066499044,38.40469055129111
-121.94629562225984,38.403785505249374
-121.48569033818485,38.40288048838717
-121.02509079723569,38.401975500702825
-120.56449699896868,38.40107054219468
-120.10390894294017,38.400165612861066
-119.64332662870656,38.39926071270034
-119.18275005582433,38.39835584171082
-118.92684015726145,38.060844340543284
-119.38528757925694,38.059950328838354
-119.84372942385781,38.05905634568923
-120.30216569148988,38.058162391094314
-120.76059638257894,38.057268465052005
-121.21902149755074,38.0563745675607
-121.67744103683098,38.0554806986188
-122.13585500084531,38.05458685822469
-122.59426339001934,38.05369304637679
-122.38195353589026,37.72533424185078
-121.92558193836943,37.72445089868827
-121.46921576065205,37.723567583488
-121.012855002329,37.722684296248424
-120.55649966299123,37.72180103696801
-120.10014974222972,37.7209178056452
-119.64380523963548,37.72003460227845
-119.18746615479961,37.71915142686624
-118.73113248731319,37.71826827940702
-118.2748042367674,37.71738515989923
-118.02595975340077,37.38391544994604
-118.48025414859725,37.38304286569451
-118.93454327988898,37.38217030881595
-119.38882714766876,37.38129777930887
-119.84310575232935,37.38042527717179
-120.29737909426343,37.379552802403204
-120.7516471738637,37.37868035500163
-121.20590999152277,37.37780793496558
-121.66016754763324,37.37693554229359
-122.11441984258764,37.37606317698415
-121.90559204189147,37.04628113965415
-121.45331754074418,37.045419100374566
-121.00104815362023,37.04455708789935
-120.5487838801423,37.043695102227076
-120.09652471993306,37.042833143356305
-119.64427067261528,37.0419712112856
-119.19202173781174,37.04110930601353
-118.73977791514527,37.040247427538674
-118.28753920423871,37.03938557585958
-117.83530560471497,37.038523750974825
-117.383077116197,37.03766195288298
-117.14087063415714,36.708053933126166
-117.59115527738302,36.707202364939945
-118.041434952591,36.70635082300216
-118.49170966014358,36.705499307311435
-118.94197940040321,36.70464781786638
-119.3922441737323,36.70379635466561
-119.8425039804932,36.702944917707754
-120.2927588210483,36.70209350699142
-120.74300869575987,36.701242122515225
-121.19325360499019,36.70039076427779
-121.64349354910149,36.699539432277724
-121.88629738167224,36.36925280628334
-121.4379728583794,36.368411636204634
-120.98965316087236,36.36757049183075
-120.54133828880292,36.36672937316035
-120.09302824182286,36.365888280192095
-119.64472301958402,36.36504721292466
-119.19642262173828,36.36420617135671
-118.74812704793754,36.363365155486925
-118.29983629783376,36.36252416531395
-117.8515503710789,36.361683200836474
-117.40326926732499,36.360842262053154
-116.95499298622406,36.360001348962655
-116.5067215274282,36.35916046156364
-116.2707531405664,36.03323936405125
-116.7171658455698,36.032408418697585
-117.16357386199972,36.031577498522296
-117.60997719019085,36.03074660352409
-118.0563758304778,36.02991573370169
-118.5027697831952,36.029084889053806
-118.94915904867761,36.02825406957915
-119.39554362725957,36.02742327527643
-119.84192351927557,36.02659250614437
-120.28829872506009,36.02576176218169
-120.73466924494757,36.024931043387085
-121.1810350792724,36.02410034975927
-120.97865392558346,35.691702225408015
-120.534152191389,35.69088158511688
-120.08965501010499,35.69006096948156
-119.64516238140997,35.68924037850083
-119.20067430498254,35.68841981217343
-118.7561907805013,35.68759927049812
-118.3117118076449,35.68677875347367
-117.86723738609201,35.68595826109883
-117.42276751552137,35.68513779337238
-116.97830219561169,35.68431735029305
-116.53384142604175,35.68349693185962
-116.08938520649035,35.682676538070844
-115.64493353663632,35.68185616892549
-115.41482860084602,35.359452248252715
-115.85750202772047,35.358641549690304
-116.30017103009199,35.357830875287135
-116.74283560826967,35.35702022504199
-117.18549576256261,35.356209598953676
-117.62815149327984,35.35539899702101
-118.07080280073039,35.35458841924277
-118.51344968522324,35.35377786561778
-118.95609214706735,35.35296733614483
-119.39873018657165,35.35215683082272
-119.84136380404505,35.351346349650264
-120.28399299979638,35.350535892626255
-120.72661777413452,35.34972545974951
-120.52721550742011,35.01613051590848
-120.08640003904907,35.01533000605899
-119.6455888660747,35.014529519867374
-119.20478198820015,35.013729057332505
-118.76397940512857,35.01292861845321
-118.32318111656315,35.01212820322833
-117.88238712220709,35.01132781165671
-117.44159742176366,35.01052744373721
-117.00081201493612,35.00972709946868
-116.56003090142777,35.00892677884995
-116.11925408094193,35.008126481879856
-115.67848155318197,35.00732620855727
-115.23771331785126,35.00652595888102
-114.79694937465322,35.00572573284996
-114.57235646680421,34.68667397629042
-115.01141840866467,34.685883164771624
-115.4504761757037,34.68509237644055
-115.88952976820688,34.684301611296085
-116.32857918645979,34.683510869337105
-116.76762443074796,34.682720150562496
-117.20666550135691,34.68192945497115
-117.64570239857213,34.68113878256194
-118.08473512267908,34.68034813333375
-118.5237636739632,34.67955750728548
-118.9627880527099,34.678766904416
-119.40180825920456,34.6779763247242
-119.84082429373252,34.677185768208965
-120.27983615657914,34.67639523486919
-119.2105238123512,34.338543154114674
-118.77328402057906,34.33776250842963
-118.33604827964,34.336981885446754
-117.89881658925987,34.336201285164975
-117.46158894916452,34.33542070758321
-117.02436535907985,34.334640152700395
-116.58714581873177,34.33385962051543
-116.14993032784622,34.333079111027274
-115.71271888614916,34.332298624234824
-115.2755114933666,34.331518160137016
-114.83830814922452,34.33073771873277
-114.40110885344899,34.32995730002101
-114.61399078841498,34.01022288386315
-115.04954062429863,34.009451749702905
-115.48508652315786,34.00868063779719
-115.92062848525647,34.00790954814496
-116.35616651085824,34.007138480745176
-116.79170060022695,34.006367435596815
-117.2272307536263,34.005596412698836
-117.66275697132004,34.00482541205019
-118.09827925357183,34.00405443364983
-119.84032903343261,34.000970742510546
-117.9129774505214,33.66062190084042
-117.47919718567856,33.65986081549979
-117.0454207399067,33.65909975194767
-116.61164811295261,33.65833871018307
-116.17787930456308,33.65757769020497
-115.74411431448493,33.65681669201236
-115.310353142465,33.65605571560425
-114.87659578825017,33.65529476097966
-115.08634908814757,33.33415380590647
-115.51850430011497,33.33340203220105
-115.95065580023953,33.33265027985855
-116.382803588765,33.331898548878
-116.81494766593508,33.33114683925845
-117.24708803199347,33.3303951509989
-117.06575162333804,32.98467740586055
-116.63530710617682,32.983935524315285
-116.2048661891046,32.98319366368733
-115.77442887188742,32.98245182397575
-115.34399515429132,32.98171000517961
-114.91356503608239,32.98096820729797
-115.97964979369398,32.658504146464864
-116.40852421745093,32.65777142826084
-116.83739514267569,32.65703873056723
